source_id,material_label,family,composition_json,E_Pa,rho_kg_m3,alpha_1_K,a_m2_s,sigma_y_Pa,cost_vol,cost_currency,Tg_K,m_fragility,provenance_json
SG-214-20093,SG-214-20093,germanate,"{""GeO2_mol_frac"": 0.7002801513671875, ""Na2O_mol_frac"": 0.0987395000457763, ""SiO2_mol_frac"": 0.0987395000457763}",79599998474.1211,4451.000213623047,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 134, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-237-20239,SG-237-20239,silicate,"{""Na2O_mol_frac"": 0.25, ""SiO2_mol_frac"": 0.6, ""TiO2_mol_frac"": 0.15}",76400001525.8789,2690.999984741211,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 135, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-237-20240,SG-237-20240,silicate,"{""Li2O_mol_frac"": 0.05, ""Na2O_mol_frac"": 0.2, ""SiO2_mol_frac"": 0.6, ""TiO2_mol_frac"": 0.15}",85300003051.75781,2670.0000762939453,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 136, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-237-20241,SG-237-20241,silicate,"{""Li2O_mol_frac"": 0.125, ""Na2O_mol_frac"": 0.125, ""SiO2_mol_frac"": 0.6, ""TiO2_mol_frac"": 0.15}",90699996948.2422,2651.9999504089355,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 137, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-237-20242,SG-237-20242,silicate,"{""Li2O_mol_frac"": 0.2, ""Na2O_mol_frac"": 0.05, ""SiO2_mol_frac"": 0.6, ""TiO2_mol_frac"": 0.15}",94699996948.2422,2621.000051498413,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 138, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20570,SG-255-20570,silicate,"{""Li2O_mol_frac"": 0.13, ""Na2O_mol_frac"": 0.12, ""SiO2_mol_frac"": 0.75}",74000000000.0,2381.00004196167,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 139, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20571,SG-255-20571,silicate,"{""Li2O_mol_frac"": 0.13, ""Na2O_mol_frac"": 0.12, ""SiO2_mol_frac"": 0.7}",87599998474.1211,3029.0000438690186,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 140, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20572,SG-255-20572,silicate,"{""Li2O_mol_frac"": 0.13, ""Na2O_mol_frac"": 0.12, ""SiO2_mol_frac"": 0.65}",98099998474.1211,3476.999998092652,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 141, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20573,SG-255-20573,silicate,"{""Li2O_mol_frac"": 0.13, ""Na2O_mol_frac"": 0.12, ""SiO2_mol_frac"": 0.6}",113000000000.0,4133.999824523926,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 142, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20574,SG-255-20574,silicate,"{""Li2O_mol_frac"": 0.13, ""Na2O_mol_frac"": 0.12, ""SiO2_mol_frac"": 0.55}",121000000000.0,4539.999961853027,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 143, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20575,SG-255-20575,silicate,"{""Li2O_mol_frac"": 0.13, ""Na2O_mol_frac"": 0.12, ""SiO2_mol_frac"": 0.5}",124000000000.0,4834.000110626221,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 144, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20576,SG-255-20576,silicate,"{""Li2O_mol_frac"": 0.25, ""SiO2_mol_frac"": 0.5}",124000000000.0,4888.000011444092,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 145, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20577,SG-255-20577,silicate,"{""Li2O_mol_frac"": 0.2, ""Na2O_mol_frac"": 0.14, ""SiO2_mol_frac"": 0.51}",112000000000.0,4222.0001220703125,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 146, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20578,SG-255-20578,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.69}",75199996948.24219,2430.000066757202,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 147, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20579,SG-255-20579,silicate,"{""Li2O_mol_frac"": 0.3, ""SiO2_mol_frac"": 0.5}",121000000000.0,4438.000202178955,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 148, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-255-20580,SG-255-20580,silicate,"{""Li2O_mol_frac"": 0.35, ""SiO2_mol_frac"": 0.5}",112000000000.0,4025.000095367432,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 149, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-256-20581,SG-256-20581,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.47}",105000000000.0,3641.999959945679,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 150, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-256-20582,SG-256-20582,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.44}",109000000000.0,3904.9999713897705,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 151, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-256-20583,SG-256-20583,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.41}",113000000000.0,4160.999774932861,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 152, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-256-20584,SG-256-20584,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.38}",116000000000.0,4407.9999923706055,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 153, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-256-20585,SG-256-20585,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.44, ""ZrO2_mol_frac"": 0.03}",106000000000.0,3701.99990272522,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 154, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-256-20586,SG-256-20586,other,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.32, ""ZrO2_mol_frac"": 0.03}",115000000000.0,4395.999908447266,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 155, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-257-20587,SG-257-20587,silicate,"{""K2O_mol_frac"": 0.04, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.8}",63299999237.06055,2391.9999599456787,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 156, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-257-20588,SG-257-20588,silicate,"{""K2O_mol_frac"": 0.0370000028610229, ""Na2O_mol_frac"": 0.2360000228881835, ""SiO2_mol_frac"": 0.7270000457763672}",62500000000.0,2451.99990272522,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 157, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-257-20589,SG-257-20589,silicate,"{""K2O_mol_frac"": 0.1280000019073486, ""Na2O_mol_frac"": 0.145, ""SiO2_mol_frac"": 0.7269999694824218}",60299999237.06055,2453.000068664551,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 158, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-257-20590,SG-257-20590,silicate,"{""K2O_mol_frac"": 0.0370000028610229, ""Na2O_mol_frac"": 0.1450000095367431, ""RO_mol_frac"": 0.0910000133514404, ""SiO2_mol_frac"": 0.7270000457763672, ""ZnO_mol_frac"": 0.0910000133514404}",63000000000.0,2578.000068664551,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 159, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-257-20591,SG-257-20591,silicate,"{""K2O_mol_frac"": 0.0370000004768371, ""Na2O_mol_frac"": 0.145, ""SiO2_mol_frac"": 0.8180000305175781}",62900001525.87891,2411.0000133514404,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 160, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-257-20592,SG-257-20592,silicate,"{""CaO_mol_frac"": 0.1089999961853027, ""K2O_mol_frac"": 0.0359999990463256, ""Na2O_mol_frac"": 0.1419999980926513, ""RO_mol_frac"": 0.1089999961853027, ""SiO2_mol_frac"": 0.7130000305175781}",72300003051.75781,2519.0000534057617,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 161, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-257-20593,SG-257-20593,silicate,"{""BaO_mol_frac"": 0.0480000019073486, ""K2O_mol_frac"": 0.0379999995231628, ""Na2O_mol_frac"": 0.1519999980926513, ""RO_mol_frac"": 0.0480000019073486, ""SiO2_mol_frac"": 0.7619999694824219}",65199996948.24219,2594.000101089477,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 162, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-257-20594,SG-257-20594,silicate,"{""K2O_mol_frac"": 0.0379999995231628, ""Na2O_mol_frac"": 0.1519999980926513, ""PbO_mol_frac"": 0.0480000019073486, ""RO_mol_frac"": 0.0480000019073486, ""SiO2_mol_frac"": 0.7619999694824219}",63200000762.93945,2710.0000381469727,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 163, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-258-20595,SG-258-20595,silicate,"{""B2O3_mol_frac"": 0.0910000133514404, ""K2O_mol_frac"": 0.0370000028610229, ""Na2O_mol_frac"": 0.1450000095367431, ""SiO2_mol_frac"": 0.7270000457763672}",78199996948.24219,2477.999925613404,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 164, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-258-20596,SG-258-20596,silicate,"{""Al2O3_mol_frac"": 0.0480000019073486, ""K2O_mol_frac"": 0.0379999995231628, ""Na2O_mol_frac"": 0.1519999980926513, ""SiO2_mol_frac"": 0.7619999694824219}",67000000000.0,2407.999992370605,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 165, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-258-20597,SG-258-20597,silicate,"{""K2O_mol_frac"": 0.0370000004768371, ""Na2O_mol_frac"": 0.1519999980926513, ""SiO2_mol_frac"": 0.7580000305175781}",71800003051.75781,2885.999917984009,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 166, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-258-20598,SG-258-20598,silicate,"{""K2O_mol_frac"": 0.0379999995231628, ""Na2O_mol_frac"": 0.1519999980926513, ""SiO2_mol_frac"": 0.7619999694824219}",65500000000.0,2707.0000171661377,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 167, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-258-20599,SG-258-20599,silicate,"{""K2O_mol_frac"": 0.037999997138977, ""Na2O_mol_frac"": 0.1529999923706055, ""SiO2_mol_frac"": 0.7649999237060547}",69000000000.0,2690.999984741211,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 168, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-259-20600,SG-259-20600,silicate,"{""GeO2_mol_frac"": 0.1420000076293945, ""K2O_mol_frac"": 0.0350000023841857, ""Na2O_mol_frac"": 0.1370000076293945, ""SiO2_mol_frac"": 0.6860000610351562}",71400001525.8789,2726.999998092652,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 169, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-259-20601,SG-259-20601,silicate,"{""K2O_mol_frac"": 0.0359999990463256, ""Na2O_mol_frac"": 0.145, ""SiO2_mol_frac"": 0.725999984741211}",84099998474.1211,2900.000095367432,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 170, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-259-20602,SG-259-20602,silicate,"{""K2O_mol_frac"": 0.0329999995231628, ""Na2O_mol_frac"": 0.13, ""SiO2_mol_frac"": 0.6519999694824219, ""TiO2_mol_frac"": 0.185}",81500000000.0,2677.000045776367,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 171, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-259-20603,SG-259-20603,silicate,"{""K2O_mol_frac"": 0.0370000028610229, ""Na2O_mol_frac"": 0.1470000076293945, ""SiO2_mol_frac"": 0.7350000762939453, ""ZrO2_mol_frac"": 0.0810000133514404}",79500000000.0,2641.9999599456787,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 172, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-259-20604,SG-259-20604,silicate,"{""K2O_mol_frac"": 0.0359999990463256, ""Na2O_mol_frac"": 0.1419999980926513, ""SiO2_mol_frac"": 0.710999984741211, ""ZrO2_mol_frac"": 0.1110000038146972}",82000000000.0,2711.999893188477,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 173, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-259-20605,SG-259-20605,silicate,"{""K2O_mol_frac"": 0.0370000028610229, ""Na2O_mol_frac"": 0.1470000076293945, ""SiO2_mol_frac"": 0.7340000915527344}",70900001525.8789,2756.00004196167,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 174, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-259-20606,SG-259-20606,silicate,"{""K2O_mol_frac"": 0.0359999990463256, ""Na2O_mol_frac"": 0.1460000038146972, ""SiO2_mol_frac"": 0.7280000305175781}",80500000000.0,2836.999893188477,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 175, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-259-20607,SG-259-20607,silicate,"{""K2O_mol_frac"": 0.0349999976158142, ""Na2O_mol_frac"": 0.1379999923706054, ""SiO2_mol_frac"": 0.6929999542236328}",84699996948.24219,2970.999956130981,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 176, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20655,SG-267-20655,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.69}",75199996948.24219,2430.000066757202,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 177, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20656,SG-267-20656,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.64}",85199996948.24219,2744.999885559082,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 178, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20657,SG-267-20657,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.59}",91800003051.7578,2970.999956130981,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 179, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20658,SG-267-20658,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.54}",96900001525.8789,3177.999973297119,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 180, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20659,SG-267-20659,silicate,"{""Na2O_mol_frac"": 0.34, ""SiO2_mol_frac"": 0.47}",83099998474.1211,3282.000064849853,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 181, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20660,SG-267-20660,silicate,"{""Li2O_mol_frac"": 0.05, ""Na2O_mol_frac"": 0.29, ""SiO2_mol_frac"": 0.47}",91099998474.1211,3357.0001125335693,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 182, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20661,SG-267-20661,silicate,"{""Li2O_mol_frac"": 0.1, ""Na2O_mol_frac"": 0.24, ""SiO2_mol_frac"": 0.47}",96099998474.1211,3361.000061035156,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 183, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20662,SG-267-20662,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.19, ""SiO2_mol_frac"": 0.47}",99400001525.8789,3358.999967575073,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 184, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20663,SG-267-20663,silicate,"{""Li2O_mol_frac"": 0.2, ""Na2O_mol_frac"": 0.14, ""SiO2_mol_frac"": 0.47}",102000000000.0,3357.0001125335693,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 185, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20664,SG-267-20664,silicate,"{""Li2O_mol_frac"": 0.25, ""Na2O_mol_frac"": 0.09, ""SiO2_mol_frac"": 0.47}",104000000000.0,3351.999998092652,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 186, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20665,SG-267-20665,silicate,"{""Li2O_mol_frac"": 0.3, ""Na2O_mol_frac"": 0.04, ""SiO2_mol_frac"": 0.47}",105000000000.0,3342.9999351501465,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 187, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20666,SG-267-20666,silicate,"{""Li2O_mol_frac"": 0.34, ""SiO2_mol_frac"": 0.47}",103000000000.0,3341.0000801086426,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 188, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20667,SG-267-20667,silicate,"{""Al2O3_mol_frac"": 0.03, ""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.47}",98199996948.2422,3326.99990272522,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 189, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-267-20668,SG-267-20668,silicate,"{""Li2O_mol_frac"": 0.15, ""Na2O_mol_frac"": 0.16, ""SiO2_mol_frac"": 0.47, ""ZrO2_mol_frac"": 0.03}",103000000000.0,3430.999994277954,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 190, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-268-20676,SG-268-20676,aluminosilicate,"{""Al2O3_mol_frac"": 0.09, ""Li2O_mol_frac"": 0.3, ""SiO2_mol_frac"": 0.61}",86300003051.75781,2394.9999809265137,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 191, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-268-20677,SG-268-20677,aluminosilicate,"{""Al2O3_mol_frac"": 0.09, ""Li2O_mol_frac"": 0.27, ""Na2O_mol_frac"": 0.03, ""SiO2_mol_frac"": 0.61}",86199996948.24219,2407.999992370605,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 192, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-268-20678,SG-268-20678,aluminosilicate,"{""Al2O3_mol_frac"": 0.09, ""Li2O_mol_frac"": 0.26, ""Na2O_mol_frac"": 0.04, ""SiO2_mol_frac"": 0.61}",86000000000.0,2414.0000343322754,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 193, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-268-20679,SG-268-20679,aluminosilicate,"{""Al2O3_mol_frac"": 0.09, ""Li2O_mol_frac"": 0.21, ""Na2O_mol_frac"": 0.09, ""SiO2_mol_frac"": 0.61}",84099998474.1211,2430.000066757202,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 194, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-268-20680,SG-268-20680,aluminosilicate,"{""Al2O3_mol_frac"": 0.09, ""Na2O_mol_frac"": 0.3, ""SiO2_mol_frac"": 0.61}",63799999237.06055,2489.000082015991,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 195, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-269-20681,SG-269-20681,silicate,"{""Li2O_mol_frac"": 0.1129999923706054, ""Na2O_mol_frac"": 0.1129999923706054, ""SiO2_mol_frac"": 0.6479999542236328}",97300003051.7578,3272.0000743865967,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 196, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-269-20682,SG-269-20682,silicate,"{""K2O_mol_frac"": 0.0279999995231628, ""Li2O_mol_frac"": 0.1419999980926513, ""Na2O_mol_frac"": 0.1419999980926513, ""SiO2_mol_frac"": 0.499000015258789}",102000000000.0,3474.9999046325684,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 197, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-269-20683,SG-269-20683,silicate,"{""CaO_mol_frac"": 0.0759999990463256, ""K2O_mol_frac"": 0.0279999995231628, ""Li2O_mol_frac"": 0.1419999980926513, ""Na2O_mol_frac"": 0.1419999980926513, ""RO_mol_frac"": 0.0759999990463256, ""SiO2_mol_frac"": 0.499000015258789}",96000000000.0,3094.000101089477,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 198, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21022,SG-290-21022,silicate,"{""Al2O3_mol_frac"": 0.04, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.81}",77599998474.1211,2299.000024795532,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 199, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21023,SG-290-21023,aluminosilicate,"{""Al2O3_mol_frac"": 0.06, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.79}",78800003051.75781,2316.999912261963,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 200, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21024,SG-290-21024,aluminosilicate,"{""Al2O3_mol_frac"": 0.08, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.77}",80099998474.1211,2334.0001106262207,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 201, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21025,SG-290-21025,aluminosilicate,"{""Al2O3_mol_frac"": 0.1, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.75}",81800003051.75781,2352.999925613404,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 202, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21026,SG-290-21026,aluminosilicate,"{""Al2O3_mol_frac"": 0.12, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.73}",82599998474.1211,2368.99995803833,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 203, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21027,SG-290-21027,aluminosilicate,"{""Al2O3_mol_frac"": 0.15, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.7}",82800003051.75781,2368.99995803833,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 204, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21028,SG-290-21028,aluminosilicate,"{""Al2O3_mol_frac"": 0.16, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.69}",82800003051.75781,2377.000093460083,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 205, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21029,SG-290-21029,aluminosilicate,"{""Al2O3_mol_frac"": 0.18, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.67}",84599998474.1211,2395.9999084472656,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 206, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21030,SG-290-21030,aluminosilicate,"{""Al2O3_mol_frac"": 0.22, ""Li2O_mol_frac"": 0.15, ""SiO2_mol_frac"": 0.63}",87300003051.75781,2418.9999103546143,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 207, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
SG-290-21031,SG-290-21031,silicate,"{""Al2O3_mol_frac"": 0.02, ""Li2O_mol_frac"": 0.33, ""SiO2_mol_frac"": 0.65}",82400001525.8789,2361.000061035156,,,,,,,,"{""dataset"": ""sciglass_scigk_sample"", ""row_index"": 208, ""notes"": ""SciGlass SciGK.csv; cite EPAM/drcassar + license""}"
